Authorized Date,Posted Date,Status,Account Name,Description,Primary Category,Detailed Category,Amount
2025-05-06,2025-05-06,Posted,Checking - 9631,Aidvantage,Transfers,Other transfers,-348.07
2025-05-05,2025-05-05,Posted,Checking - 9631,Venmo,Transfers,Other transfers,223.66
2025-05-04,2025-05-05,Posted,Blue Cash Preferred® ***1009,Disney+,Entertainment,Movies & TV,-16.99
2025-05-03,2025-05-04,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-96.27
2025-05-03,2025-05-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,LA Fitness,Health & wellness,Fitness,-39.99
2025-05-03,2025-05-03,Posted,Personal Profile,Splitwise,Transfers,Account transfers,-46.19
2025-05-03,2025-05-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Sephora,Shopping,Gifts,-56.19
2025-05-03,2025-05-03,Posted,Personal Profile,Standard transfer,Transfers,Account transfers,-223.66
2025-05-02,2025-05-02,Posted,Checking - 9631,PayPal,Transfers,Other transfers,-22.05
2025-05-02,2025-05-03,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Handel's Home Made Ice Cream,Food & drink,Restaurants & bars,-8.75
2025-05-02,2025-05-02,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Credit Fee,Bank fees,Interest charge,-59.18
2025-05-01,2025-05-01,Posted,Personal Profile,Splitwise,Transfers,Account transfers,-69.75
2025-05-01,2025-05-01,Posted,Travel ***7571,Transfer to Savings,Transfers,Other transfers,-517.00
2025-05-01,2025-05-01,Posted,Savings - 7571,Transfer From Savings,Transfers,Other transfers,517.00
2025-05-01,2025-05-01,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-4140.00
2025-05-01,2025-05-01,Posted,Checking - 9631,Transfer From Savings,Transfers,Other transfers,4140.00
2025-05-01,2025-05-01,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-05-01,2025-05-01,Posted,Personal Profile,Splitwise,Transfers,Account transfers,-21.59
2025-05-01,2025-05-01,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Cantaloupe,Food & drink,Other food & drink,-2.35
2025-05-01,2025-05-01,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Cantaloupe,Food & drink,Other food & drink,-2.10
2025-05-01,2025-05-01,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,BP,Transfers,Other transfers,-2.49
2025-04-30,2025-04-30,Posted,Savings - 7571,Interest,Income,Other income,6.98
2025-04-30,2025-04-30,Posted,Build Your Life ***7571,Interest,Income,Other income,2.35
2025-04-30,2025-04-30,Posted,Travel ***7571,Interest,Income,Other income,1.58
2025-04-30,2025-04-30,Posted,Checking - 9631,Interest,Income,Other income,0.17
2025-04-30,2025-04-30,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Porto's Bakery,Food & drink,Restaurants & bars,-15.56
2025-04-30,2025-04-30,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Bill Pay Payment,Transfers,Other transfers,4453.57
2025-04-30,2025-04-30,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,BP,Transfers,Other transfers,-1100.00
2025-04-30,2025-04-30,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Manhattan Beach Parkin,Transportation,Parking & tolls,-3.75
2025-04-29,2025-04-29,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Pavilions,Food & drink,Groceries,-13.63
2025-04-29,2025-04-30,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-10.74
2025-04-29,2025-04-30,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-29.08
2025-04-28,2025-04-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Exer More Than Urgent Care,Health & wellness,Other health & wellness,-20.00
2025-04-28,2025-04-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,In-N-Out Burger,Food & drink,Restaurants & bars,-9.34
2025-04-28,2025-04-28,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Shake Shack,Food & drink,Restaurants & bars,-22.95
2025-04-28,2025-04-30,Posted,Prime Visa ***6239,Amazon,Shopping,Retail,-9.87
2025-04-27,2025-04-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Pacific Grove Golf Lin,Health & wellness,Fitness,-153.65
2025-04-27,2025-04-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Dustbowlbrewingcom,Food & drink,Restaurants & bars,-8.74
2025-04-27,2025-04-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Late Fee,Bank fees,Other bank fees,-25.00
2025-04-27,2025-04-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Chevron,Transportation,Gas & EV charging,-5.98
2025-04-27,2025-04-27,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Shell,Transportation,Other transportation,-4.32
2025-04-26,2025-04-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,CVS,Health & wellness,Pharmacy,-20.22
2025-04-26,2025-04-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Wedos Tacos,Food & drink,Restaurants & bars,-20.76
2025-04-26,2025-04-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Montrerey Pine,Health & wellness,Fitness,-88.00
2025-04-26,2025-04-26,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,The Belnord Hotel,Transfers,Other transfers,-35.88
2025-04-25,2025-04-25,Posted,Checking - 9631,Robinhood,Transfers,Other transfers,-25.00
2025-04-25,2025-04-26,Posted,Blue Cash Preferred® ***1009,CVS,Food & drink,Restaurants & bars,-14.62
2025-04-25,2025-04-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Laguna Seca Golf Cours,Health & wellness,Fitness,-57.00
2025-04-25,2025-04-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Fcffirsttee,Entertainment,Events & recreation,-73.47
2025-04-25,2025-04-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Laguna Seca Golf Cours,Food & drink,Restaurants & bars,-50.87
2025-04-25,2025-04-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Golfnow Reservatio,Health & wellness,Fitness,-7.47
2025-04-25,2025-04-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Golfnow Reservatio,Health & wellness,Fitness,-53.94
2025-04-25,2025-04-25,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Golfnow Reservatio,Health & wellness,Fitness,-9.96
2025-04-24,2025-04-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,ARCO,Food & drink,Groceries,-3.59
2025-04-24,2025-04-24,Posted,Checking - 9631,ATM Withdrawal,Transfers,Cash withdrawals,-62.75
2025-04-24,2025-04-25,Posted,Blue Cash Preferred® ***1009,Los Olivos Grsanta Ynez,Food & drink,Restaurants & bars,-11.73
2025-04-24,2025-04-25,Posted,Blue Cash Preferred® ***1009,G & M Oil,Transportation,Gas & EV charging,-40.13
2025-04-24,2025-04-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Roger Dunn Golf Shops,Shopping,Other shopping,-29.55
2025-04-24,2025-04-25,Posted,Blue Cash Preferred® ***1009,CVS,Food & drink,Restaurants & bars,-8.89
2025-04-24,2025-04-24,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,In-N-Out Burger,Food & drink,Restaurants & bars,-9.19
2025-04-23,2025-04-24,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-17.14
2025-04-23,2025-04-23,Posted,Personal Profile,James Ross Feb Utilities,Housing & utilities,Gas & electricity,-148.38
2025-04-23,2025-04-23,Posted,Checking - 9631,Direct Deposit,Income,Other income,431.54
2025-04-23,2025-04-23,Posted,Savings - 7571,Direct Deposit,Income,Other income,1726.15
2025-04-23,2025-04-23,Posted,Personal Profile,James Ross Mar Utilities,Housing & utilities,Gas & electricity,-148.38
2025-04-23,2025-04-24,Posted,Blue Cash Preferred® ***1009,Northgate Marculver City,Food & drink,Groceries,-7.46
2025-04-23,2025-04-23,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Food Panda,Shopping,Gifts,-9.26
2025-04-23,2025-04-24,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-11.04
2025-04-23,2025-04-23,Posted,Personal Profile,Adam Greger Ring Renters Insurance,Insurance,Other insurance,-12.55
2025-04-22,2025-04-22,Posted,Personal Profile,P2P Transfer,Income,Wages,40.00
2025-04-21,2025-04-22,Posted,Blue Cash Preferred® ***1009,P361496671 2033189708,Transfers,Account transfers,-11.99
2025-04-21,2025-04-21,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,DoorDash,Food & drink,Restaurants & bars,-32.19
2025-04-20,2025-04-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Cinemark Theatres,Entertainment,Movies & TV,-39.50
2025-04-20,2025-04-20,Posted,Personal Profile,P2P Transfer,Transfers,Account transfers,9.50
2025-04-20,2025-04-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Jeni's Splendid I,Food & drink,Restaurants & bars,-12.00
2025-04-20,2025-04-20,Posted,Blue Cash Preferred® ***1009,Credit Fee,Bank fees,Interest charge,-12.94
2025-04-20,2025-04-21,Posted,Blue Cash Preferred® ***1009,Pavilions,Food & drink,Groceries,-97.44
2025-04-20,2025-04-20,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Lyft,Transportation,Taxi & ride shares,-46.83
2025-04-19,2025-04-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Karen's Pupusas,Food & drink,Restaurants & bars,-7.75
2025-04-19,2025-04-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Nova,Entertainment,Events & recreation,-40.03
2025-04-19,2025-04-19,Posted,Personal Profile,Hot Dogs 2 Dogs,Food & drink,Restaurants & bars,-16.00
2025-04-19,2025-04-19,Posted,BILT WORLD ELITE MASTERCARD�� ...1152 ***1152,Nova,Entertainment,Events & recreation,-46.93
2025-04-18,2025-04-18,Posted,Checking - 9631,Chase Credit Card,Transfers,Other transfers,-16.41
2025-04-18,2025-04-18,Posted,Savings - 7571,Transfer to Checking,Transfers,Other transfers,-144.26
2025-04-18,2025-04-18,Posted,Checking - 9631,American Express,Transfers,Other transfers,-799.76
